"seq_name","dr_match_name","replicate","dna_type","seq_depth","plate.id","year","season","sampling.date","lat","long","sample.type.year"
"L313D","L313",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.18194,-63.92686,"PRLake"
"L313-s2-D","L313",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.18194,-63.92686,"PRLake"
"L314D","L314",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"PRLake"
"L314-s2-D","L314",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"PRLake"
"L315D","L315",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18145,-63.89828,"PRLake"
"L315-s2-D","L315",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18145,-63.89828,"PRLake"
"L316D","L316",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"PRLake"
"L316-s2-D","L316",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"PRLake"
"L317D","L317",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"PRLake"
"L317-s2-D","L317",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"PRLake"
"L318D","L318",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"IslandLake"
"L318-s2-D","L318",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"IslandLake"
"L319D","L319",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.21503,-63.89979,"IslandLake"
"L319-s2-D","L319",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.21503,-63.89979,"IslandLake"
"L320D","L320",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.21899,-63.82191,"IslandLake"
"L320-s2-D","L320",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.21899,-63.82191,"IslandLake"
"LR01D","LR01",1,"DNA","Shallow",1,2015,"Spring","2015-06-07",50.3808166666667,-63.2654833333333,"Downriver"
"LR01-s2-D","LR01",2,"DNA","Shallow",1,2015,"Spring","2015-06-07",50.3808166666667,-63.2654833333333,"Downriver"
"LR03D","LR03",1,"DNA","Shallow",1,2015,"Spring","2015-06-08",50.6206,-63.17048,"Downriver"
"LR03-s2-D","LR03",2,"DNA","Shallow",1,2015,"Spring","2015-06-08",50.6206,-63.17048,"Downriver"
"LR05D","LR05",1,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.53663,-63.22217,"Downriver"
"LR05-s2-D","LR05",2,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.53663,-63.22217,"Downriver"
"LR06D","LR06",1,"DNA","Shallow",1,2015,"Spring","2015-06-10",50.31046,-63.6461,"Downriver"
"LR06-s2-D","LR06",2,"DNA","Shallow",1,2015,"Spring","2015-06-10",50.31046,-63.6461,"Downriver"
"LR09D","LR09",1,"DNA","Shallow",1,2015,"Spring","2015-06-11",51.15221,-63.39813,"Upriver"
"LR09-s2-D","LR09",2,"DNA","Shallow",1,2015,"Spring","2015-06-11",51.15221,-63.39813,"Upriver"
"LR10D","LR10",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.27356,-63.77532,"HeadwaterLakes"
"LR10-s2-D","LR10",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.27356,-63.77532,"HeadwaterLakes"
"LR12D","LR12",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.35785,-64.00396,"HeadwaterLakes"
"LR12-s2-D","LR12",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.35785,-64.00396,"HeadwaterLakes"
"LR13D","LR13",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.05514,-63.69982,"HeadwaterLakes"
"LR13-s2-D","LR13",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.05514,-63.69982,"HeadwaterLakes"
"LR14D","LR14",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.09031,-63.83427,"HeadwaterLakes"
"LR14-s2-D","LR14",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.09031,-63.83427,"HeadwaterLakes"
"LR15D","LR15",1,"DNA","Shallow",1,2015,"Spring","2015-06-15",52.0642,-63.84167,"Upriver"
"LR15-s2-D","LR15",2,"DNA","Shallow",1,2015,"Spring","2015-06-15",52.0642,-63.84167,"Upriver"
"LR17D","LR17",1,"DNA","Shallow",1,2015,"Spring","2015-06-15",51.78004,-63.7155,"Upriver"
"LR17-s2-D","LR17",2,"DNA","Shallow",1,2015,"Spring","2015-06-15",51.78004,-63.7155,"Upriver"
"LR18DSeq","LR18",1,"DNA","Deep",2,2015,"Spring","2015-06-16",50.31445,-63.54765,"Downriver"
"LR18D","LR18",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",50.31445,-63.54765,"Downriver"
"LR18-s2-D","LR18",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",50.31445,-63.54765,"Downriver"
"LR18-s2-DSeq","LR18",2,"DNA","Deep",2,2015,"Spring","2015-06-16",50.31445,-63.54765,"Downriver"
"LR19D","LR19",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.70176,-63.72171,"Upriver"
"LR19-s2-D","LR19",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.70176,-63.72171,"Upriver"
"LR20D","LR20",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.38239,-63.5853,"Upriver"
"LR20-s2-D","LR20",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.38239,-63.5853,"Upriver"
"LRH04D","LRH04",1,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.31684,-63.30894,"Downriver"
"LRH04-s2-D","LRH04",2,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.31684,-63.30894,"Downriver"
"LRH07D","LRH07",1,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.30083,-63.81233,"Downriver"
"LRH07-s2-D","LRH07",2,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.30083,-63.81233,"Downriver"
"LRH08D","LRH08",1,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.30064,-63.81285,"Downriver"
"LRH08-s2-D","LRH08",2,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.30064,-63.81285,"Downriver"
"LRH09D","LRH09",1,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.29303,-63.811132,"Downriver"
"LRH09-s2-D","LRH09",2,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.29303,-63.811132,"Downriver"
"LRH10D","LRH10",1,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.29588,-63.804823,"Downriver"
"LRH10-s2-D","LRH10",2,"DNA","Shallow",1,2015,"Spring","2015-06-12",50.29588,-63.804823,"Downriver"
"M01D","M01",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.28242,-63.86163,"Marine"
"M01-s2-D","M01",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.28242,-63.86163,"Marine"
"M02D","M02",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.27224,-63.85679,"Marine"
"M02-s2-D","M02",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.27224,-63.85679,"Marine"
"M03D","M03",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.2566,-63.8327,"Marine"
"M03-s2-D","M03",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.2566,-63.8327,"Marine"
"M04D","M04",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.24688,-63.78448,"Marine"
"M04-s2-D","M04",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.24688,-63.78448,"Marine"
"M05D","M05",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.24012,-63.7585,"Marine"
"M05-s2-D","M05",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.24012,-63.7585,"Marine"
"M06D","M06",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.23954,-63.72033,"Marine"
"M06-s2-D","M06",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.23954,-63.72033,"Marine"
"M07D","M07",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.21693,-63.70586,"Marine"
"M07-s2-D","M07",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.21693,-63.70586,"Marine"
"M08DSeq","M08",1,"DNA","Deep",2,2015,"Spring","2015-06-18",50.18846,-63.69431,"Marine"
"M08D","M08",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.18846,-63.69431,"Marine"
"M08-s2-D","M08",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.18846,-63.69431,"Marine"
"M08-s2-DSeq","M08",2,"DNA","Deep",2,2015,"Spring","2015-06-18",50.18846,-63.69431,"Marine"
"PR01D","PR01",1,"DNA","Shallow",1,2015,"Spring","2015-06-07",51.368157,-63.876955,"Stream"
"PR01-s2-D","PR01",2,"DNA","Shallow",1,2015,"Spring","2015-06-07",51.368157,-63.876955,"Stream"
"PR03DSeq","PR03",1,"DNA","Deep",2,2015,"Spring","2015-06-08",51.21028,-63.92063,"Stream"
"PR03D","PR03",1,"DNA","Shallow",1,2015,"Spring","2015-06-08",51.21028,-63.92063,"Stream"
"PR03-s2-D","PR03",2,"DNA","Shallow",1,2015,"Spring","2015-06-08",51.21028,-63.92063,"Stream"
"PR03-s2-DSeq","PR03",2,"DNA","Deep",2,2015,"Spring","2015-06-08",51.21028,-63.92063,"Stream"
"PR05D","PR05",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.20287,-63.92476,"Stream"
"PR05-s2-D","PR05",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.20287,-63.92476,"Stream"
"PR07D","PR07",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.1863,-63.9319,"Stream"
"PR07-s2-D","PR07",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.1863,-63.9319,"Stream"
"PR09D","PR09",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",51.30254,-63.87091,"Stream"
"PR09-s2-D","PR09",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",51.30254,-63.87091,"Stream"
"PR11D","PR11",1,"DNA","Shallow",1,2015,"Spring","2015-06-15",51.3055,-63.86446,"Stream"
"PR11-s2-D","PR11",2,"DNA","Shallow",1,2015,"Spring","2015-06-15",51.3055,-63.86446,"Stream"
"RO201D","RO201",1,"DNA","Shallow",1,2015,"Spring","2015-06-10",50.65452,-63.26094,"RO2"
"RO201-s2-D","RO201",2,"DNA","Shallow",1,2015,"Spring","2015-06-10",50.65452,-63.26094,"RO2"
"RO203D","RO203",1,"DNA","Shallow",1,2015,"Spring","2015-06-11",50.85649,-63.14495,"RO2"
"RO203-s2-D","RO203",2,"DNA","Shallow",1,2015,"Spring","2015-06-11",50.85649,-63.14495,"RO2"
"RO205D","RO205",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",50.88609,-63.22355,"RO2"
"RO205-s2-D","RO205",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",50.88609,-63.22355,"RO2"
"RO206D","RO206",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.05861,-63.19688,"RO2"
"RO206-s2-D","RO206",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.05861,-63.19688,"RO2"
"RO207D","RO207",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.03348,-63.29688,"RO2"
"RO207-s2-D","RO207",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.03348,-63.29688,"RO2"
"RO208D","RO208",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.0619,-63.35868,"RO2"
"RO208-s2-D","RO208",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.0619,-63.35868,"RO2"
"RO209D","RO209",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",50.93158,-63.35123,"RO2"
"RO209-s2-D","RO209",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",50.93158,-63.35123,"RO2"
"RO213D","RO213",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.965944,-63.296111,"RO2"
"RO213-s2-D","RO213",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.965944,-63.296111,"RO2"
"SLR01D","SLR01",1,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.55314,-63.21136,"Downriver"
"SLR01-s2-D","SLR01",2,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.55314,-63.21136,"Downriver"
"SLR02D","SLR02",1,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.43434,-63.25355,"Downriver"
"SLR02-s2-D","SLR02",2,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.43434,-63.25355,"Downriver"
"SLR04D","SLR04",1,"DNA","Shallow",1,2015,"Spring","2015-06-15",50.3795,-63.26425,"Downriver"
"SLR04-s2-D","SLR04",2,"DNA","Shallow",1,2015,"Spring","2015-06-15",50.3795,-63.26425,"Downriver"
"SPR01D","SPR01",1,"DNA","Shallow",1,2015,"Spring","2015-06-07",51.368157,-63.876955,"Soil"
"SPR01-s2-D","SPR01",2,"DNA","Shallow",1,2015,"Spring","2015-06-07",51.368157,-63.876955,"Soil"
"SPR02D","SPR02",1,"DNA","Shallow",1,2015,"Spring","2015-06-08",51.21028,-63.92063,"Soil"
"SPR02-s2-D","SPR02",2,"DNA","Shallow",1,2015,"Spring","2015-06-08",51.21028,-63.92063,"Soil"
"SPR03D","SPR03",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.20287,-63.92476,"Soil"
"SPR03-s2-D","SPR03",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.20287,-63.92476,"Soil"
"SPR05D","SPR05",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",51.303572,-63.869197,"Soil"
"SPR05-s2-D","SPR05",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",51.303572,-63.869197,"Soil"
"SPR06D","SPR06",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.30408,-63.85239,"Soil"
"SPR06-s2-D","SPR06",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.30408,-63.85239,"Soil"
"SPR07D","SPR07",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"Soil"
"SPR07-s2-D","SPR07",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"Soil"
"SPR08D","SPR08",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"Soil"
"SPR08-s2-D","SPR08",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"Soil"
"SPR09D","SPR09",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"Soil"
"SPR09-s2-D","SPR09",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"Soil"
"SPR10D","SPR10",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"Soil"
"SPR10-s2-D","SPR10",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"Soil"
"SPR04D","SPR04",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.1863,-63.9319,"Soil"
"SPR04-s2-D","SPR04",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.1863,-63.9319,"Soil"
"SWLR01D","SWLR01",1,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.55314,-63.21136,"Downriver"
"SWLR01-s2-D","SWLR01",2,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.55314,-63.21136,"Downriver"
"SWLR02D","SWLR02",1,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.43434,-63.25355,"Downriver"
"SWLR02-s2-D","SWLR02",2,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.43434,-63.25355,"Downriver"
"SWLR03D","SWLR03",1,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.43434,-63.25355,"Downriver"
"SWLR03-s2-D","SWLR03",2,"DNA","Shallow",1,2015,"Spring","2015-06-09",50.43434,-63.25355,"Downriver"
"SWLR04D","SWLR04",1,"DNA","Shallow",1,2015,"Spring","2015-06-15",50.3795,-63.26425,"Downriver"
"SWLR04-s2-D","SWLR04",2,"DNA","Shallow",1,2015,"Spring","2015-06-15",50.3795,-63.26425,"Downriver"
"SWPR01D","SWPR01",1,"DNA","Shallow",1,2015,"Spring","2015-06-07",51.368157,-63.876955,"Soilwater"
"SWPR01-s2-D","SWPR01",2,"DNA","Shallow",1,2015,"Spring","2015-06-07",51.368157,-63.876955,"Soilwater"
"SWPR02DSeq","SWPR02",1,"DNA","Deep",3,2015,"Spring","2015-06-08",51.21028,-63.92063,"Soilwater"
"SWPR02D","SWPR02",1,"DNA","Shallow",1,2015,"Spring","2015-06-08",51.21028,-63.92063,"Soilwater"
"SWPR02-s2-D","SWPR02",2,"DNA","Shallow",1,2015,"Spring","2015-06-08",51.21028,-63.92063,"Soilwater"
"SWPR02-s2-DSeq","SWPR02",2,"DNA","Deep",3,2015,"Spring","2015-06-08",51.21028,-63.92063,"Soilwater"
"SWPR03D","SWPR03",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.20287,-63.92476,"Soilwater"
"SWPR03-s2-D","SWPR03",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.20287,-63.92476,"Soilwater"
"SWPR04D","SWPR04",1,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.1863,-63.9319,"Soilwater"
"SWPR04-s2-D","SWPR04",2,"DNA","Shallow",1,2015,"Spring","2015-06-13",51.1863,-63.9319,"Soilwater"
"SWPR05D","SWPR05",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",51.303572,-63.869197,"Soilwater"
"SWPR05-s2-D","SWPR05",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",51.303572,-63.869197,"Soilwater"
"SWPR06D","SWPR06",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.30408,-63.85239,"Soilwater"
"SWPR06-s2-D","SWPR06",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.30408,-63.85239,"Soilwater"
"SWPR07D","SWPR07",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"Soilwater"
"SWPR07-s2-D","SWPR07",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"Soilwater"
"SWPR08D","SWPR08",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"Soilwater"
"SWPR08-s2-D","SWPR08",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"Soilwater"
"SWPR09D","SWPR09",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"Soilwater"
"SWPR09-s2-D","SWPR09",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"Soilwater"
"SWPR10D","SWPR10",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"Soilwater"
"SWPR10-s2-D","SWPR10",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"Soilwater"
"WELL1D","WELL1",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.58879,-63.18764,"Wellwater"
"WELL1-s2-D","WELL1",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.58879,-63.18764,"Wellwater"
"WELL2D","WELL2",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.62034,-63.1893,"Wellwater"
"WELL2-s2-D","WELL2",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.62034,-63.1893,"Wellwater"
"WELL3D","WELL3",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.37795,-63.26105,"Wellwater"
"WELL3-s2-D","WELL3",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.37795,-63.26105,"Wellwater"
"WELL4D","WELL4",1,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.38432,-63.25247,"Wellwater"
"WELL4-s2-D","WELL4",2,"DNA","Shallow",1,2015,"Spring","2015-06-18",50.38432,-63.25247,"Wellwater"
"L321D","L321",1,"DNA","Shallow",1,2015,"Summer","2015-08-04",50.21899,-63.82191,"IslandLake"
"L322D","L322",1,"DNA","Shallow",1,2015,"Summer","2015-08-04",50.21503,-63.89979,"IslandLake"
"L323D","L323",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18145,-63.92259,"PRLake"
"L324D","L324",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18139,-63.89829,"PRLake"
"L325D","L325",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.17887,-63.92581,"PRLake"
"L326D","L326",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18167,-63.92587,"PRLake"
"L327D","L327",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18924,-63.90315,"PRLake"
"LR24D","LR24",1,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.37971,-63.26574,"Downriver"
"LR24-s2-D","LR24",2,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.37971,-63.26574,"Downriver"
"LR27D","LR27",1,"DNA","Shallow",1,2015,"Summer","2015-08-02",50.30883,-63.62249,"Downriver"
"LR27-s2-D","LR27",2,"DNA","Shallow",1,2015,"Summer","2015-08-02",50.30883,-63.62249,"Downriver"
"LR29D","LR29",1,"DNA","Shallow",1,2015,"Summer","2015-08-03",50.62703,-63.18789,"Downriver"
"LR29-s2-D","LR29",2,"DNA","Shallow",1,2015,"Summer","2015-08-03",50.62703,-63.18789,"Downriver"
"LR31D","LR31",1,"DNA","Shallow",1,2015,"Summer","2015-08-03",50.46586,-63.23566,"Downriver"
"LR32D","LR32",1,"DNA","Shallow",1,2015,"Summer","2015-08-05",51.27679,-63.35451,"Upriver"
"LR34D","LR34",1,"DNA","Shallow",1,2015,"Summer","2015-08-08",51.68949,-63.72206,"Upriver"
"LR35D","LR35",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.35411,-63.99541,"HeadwaterLakes"
"LR36D","LR36",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.23624,-63.77818,"HeadwaterLakes"
"LR37D","LR37",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.12115,-63.71056,"HeadwaterLakes"
"LR38D","LR38",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.05493,-63.7011,"HeadwaterLakes"
"LR39D","LR39",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.08602,-63.83853,"HeadwaterLakes"
"LR40D","LR40",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",50.29681,-63.80553,"Downriver"
"LR41D","LR41",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",50.29335,-63.81304,"Downriver"
"LR42D","LR42",1,"DNA","Shallow",1,2015,"Summer","2015-08-10",52.06438,-63.84188,"Upriver"
"LR45D","LR45",1,"DNA","Shallow",1,2015,"Summer","2015-08-11",51.38594,-63.59067,"Upriver"
"LR47D","LR47",1,"DNA","Shallow",1,2015,"Summer","2015-08-11",51.26144,-63.34465,"Upriver"
"LR48DSeq","LR48",1,"DNA","Deep",4,2015,"Summer","2015-08-11",50.31302,-63.54258,"Downriver"
"LR48D","LR48",1,"DNA","Shallow",1,2015,"Summer","2015-08-11",50.31302,-63.54258,"Downriver"
"LRH11D","LRH11",1,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.31672,-63.3089,"Downriver"
"LRH11-s2-D","LRH11",2,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.31672,-63.3089,"Downriver"
"LRH14D","LRH14",1,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.30009,-63.8122,"Downriver"
"LRH14-s2-D","LRH14",2,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.30009,-63.8122,"Downriver"
"LRH15D","LRH15",1,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.30076,-63.81276,"Downriver"
"LRH15-s2-D","LRH15",2,"DNA","Shallow",1,2015,"Summer","2015-08-01",50.30076,-63.81276,"Downriver"
"M09D","M09",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.2591,-63.83741,"Marine"
"M10D","M10",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.25995,-63.83869,"Marine"
"M11D","M11",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.26222,-63.84091,"Marine"
"M12D","M12",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.27225,-63.85675,"Marine"
"M13D","M13",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.23985,-63.76012,"Marine"
"M14D","M14",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.24043,-63.72075,"Marine"
"M15D","M15",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.2174,-63.70496,"Marine"
"M16D","M16",1,"DNA","Shallow",1,2015,"Summer","2015-08-14",50.28235,-63.86902,"Marine"
"PR13D","PR13",1,"DNA","Shallow",1,2015,"Summer","2015-08-02",51.368157,-63.876955,"Stream"
"PR15D","PR15",1,"DNA","Shallow",1,2015,"Summer","2015-08-03",51.30254,-63.87091,"Stream"
"PR17D","PR17",1,"DNA","Shallow",1,2015,"Summer","2015-08-03",51.3055,-63.86446,"Stream"
"PR19D","PR19",1,"DNA","Shallow",1,2015,"Summer","2015-08-05",51.20287,-63.92476,"Stream"
"PR21DSeq","PR21",1,"DNA","Deep",4,2015,"Summer","2015-08-06",51.21028,-63.92063,"Stream"
"PR21D","PR21",1,"DNA","Shallow",1,2015,"Summer","2015-08-06",51.21028,-63.92063,"Stream"
"PR23D","PR23",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.1863,-63.9319,"Stream"
"RO216D","RO216",1,"DNA","Shallow",1,2015,"Summer","2015-08-04",50.65478,-63.25952,"RO2"
"RO219D","RO219",1,"DNA","Shallow",1,2015,"Summer","2015-08-04",50.76554,-63.20193,"RO2"
