"seq_name","dr_match_name","replicate","dna_type","seq_depth","plate.id","year","season","sampling.date","lat","long","sample.type.year"
"L356D","L356",1,"DNA","Shallow",13,2018,"Spring","2018-06-09",50.41292,-63.30051,"Lake"
"L357D","L357",1,"DNA","Shallow",13,2018,"Spring","2018-06-11",51.62,-63.70297,"Lake"
"LR143D","LR143",1,"DNA","Shallow",13,2018,"Spring","2018-06-07",52.35212,-63.98645,"HeadwaterLakes"
"LR145D","LR145",1,"DNA","Shallow",13,2018,"Spring","2018-06-07",52.09672,-63.82453,"HeadwaterLakes"
"LR147D","LR147",1,"DNA","Shallow",13,2018,"Spring","2018-06-09",50.30375,-63.58659,"Downriver"
"LR149D","LR149",1,"DNA","Shallow",13,2018,"Spring","2018-06-10",50.38276,-63.2676,"Downriver"
"LR150D","LR150",1,"DNA","Shallow",13,2018,"Spring","2018-06-10",50.30875,-63.62276,"Downriver"
"LR153D","LR153",1,"DNA","Shallow",13,2018,"Spring","2018-06-10",51.58506,-63.67978,"Upriver"
"RO161D","RO161",1,"DNA","Shallow",13,2018,"Spring","2018-06-06",50.62655,-63.18729,"RO1"
"RO163D","RO163",1,"DNA","Shallow",13,2018,"Spring","2018-06-06",50.55147,-63.21047,"RO1"
"RO164D","RO164",1,"DNA","Shallow",13,2018,"Spring","2018-06-09",50.46297,-63.23508,"RO1"
"RO166D","RO166",1,"DNA","Shallow",13,2018,"Spring","2018-06-09",50.46353,-63.21923,"RO1"
"RO168D","RO168",1,"DNA","Shallow",13,2018,"Spring","2018-06-09",50.44176,-63.22278,"RO1"
"RO169D","RO169",1,"DNA","Shallow",13,2018,"Spring","2018-06-11",50.45146,-63.23303,"RO1"
"RO170D","RO170",1,"DNA","Shallow",13,2018,"Spring","2018-06-11",50.42953,-63.2201,"RO1"
"RO172D","RO172",1,"DNA","Shallow",13,2018,"Spring","2018-06-13",50.3816556790664,-63.2382348618186,"RO1"
"RO173D","RO173",1,"DNA","Shallow",13,2018,"Spring","2018-06-14",50.3900950380315,-63.2454904220937,"RO1"
"RO173.Hypo.D","RO173.Hypo",1,"DNA","Shallow",13,2018,"Spring","2018-06-14",50.3900950380315,-63.2454904220937,"Deep"
"RO174D","RO174",1,"DNA","Shallow",13,2018,"Spring","2018-06-14",50.4195933581526,-63.2300329241163,"RO1"
"RO2133D","RO2133",1,"DNA","Shallow",13,2018,"Spring","2018-06-05",50.73842,-63.2343,"RO2"
"RO2135D","RO2135",1,"DNA","Shallow",13,2018,"Spring","2018-06-05",50.71584,-63.25835,"RO2"
"RO2136D","RO2136",1,"DNA","Shallow",13,2018,"Spring","2018-06-07",50.89086,-63.22932,"RO2"
"RO2137D","RO2137",1,"DNA","Shallow",13,2018,"Spring","2018-06-07",50.85374,-63.14445,"RO2"
"RO2138D","RO2138",1,"DNA","Shallow",13,2018,"Spring","2018-06-07",50.84692,-63.18555,"RO2"
"RO2139D","RO2139",1,"DNA","Shallow",13,2018,"Spring","2018-06-14",50.6581398605742,-63.2608046196484,"RO2"
"RO2139.Hypo.D","RO2139.Hypo",1,"DNA","Shallow",13,2018,"Spring","2018-06-14",50.6581398605742,-63.2608046196484,"Deep"
"RO2141D","RO2141",1,"DNA","Shallow",13,2018,"Spring","2018-06-14",50.6775853504415,-63.2639447819237,"RO2"
"RO2144D","RO2144",1,"DNA","Shallow",13,2018,"Spring","2018-06-15",50.8001532367199,-63.203376626584,"RO2"
"RO2145D","RO2145",1,"DNA","Shallow",13,2018,"Spring","2018-06-15",50.7645028605308,-63.2097646742174,"RO2"
"RO319D","RO319",1,"DNA","Shallow",13,2018,"Spring","2018-06-11",51.32025,-63.39528,"RO3"
"RO320D","RO320",1,"DNA","Shallow",13,2018,"Spring","2018-06-11",51.26436,-63.33523,"RO3"
"Snow47D","Snow47",1,"DNA","Shallow",13,2018,"Spring","2018-06-15",50.55941,-63.20881,"Snow"
"ST46D","ST46",1,"DNA","Shallow",13,2018,"Spring","2018-06-15",50.49453,-63.25628,"Stream"
"ST47D","ST47",1,"DNA","Shallow",13,2018,"Spring","2018-06-15",50.55941,-63.20881,"Stream"
"ST48D","ST48",1,"DNA","Shallow",13,2018,"Spring","2018-06-06",50.49695,-63.25772,"Stream"
"SW44D","SW44",1,"DNA","Shallow",13,2018,"Spring","2018-06-06",50.37939,-63.26417,"Soilwater"
"SW45D","SW45",1,"DNA","Shallow",13,2018,"Spring","2018-06-06",50.43427,-63.25359,"Soilwater"
"SW46D","SW46",1,"DNA","Shallow",13,2018,"Spring","2018-06-15",50.49301,-63.25597,"Soilwater"
"TR59D","TR59",1,"DNA","Shallow",13,2018,"Spring","2018-06-05",50.71781,-63.26071,"Tributary"
"TR60D","TR60",1,"DNA","Shallow",13,2018,"Spring","2018-06-06",50.63342,-63.16599,"Tributary"
"TR61D","TR61",1,"DNA","Shallow",13,2018,"Spring","2018-06-07",50.878,-63.20259,"Tributary"
"TR62D","TR62",1,"DNA","Shallow",13,2018,"Spring","2018-06-10",50.31022,-63.66126,"Tributary"
"TR63D","TR63",1,"DNA","Shallow",13,2018,"Spring","2018-06-10",51.90758,-63.82327,"Tributary"
"TR64D","TR64",1,"DNA","Shallow",13,2018,"Spring","2018-06-11",50.42866,-63.21355,"Tributary"
"L359D","L359",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.98285,-63.21728,"Lake"
"L360D","L360",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.70988,-63.12644,"Lake"
"L361D","L361",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.64603,-63.34478,"Lake"
"LR155D","LR155",1,"DNA","Shallow",13,2018,"Summer","2018-08-10",50.30901,-63.62223,"Downriver"
"LR156D","LR156",1,"DNA","Shallow",13,2018,"Summer","2018-08-10",50.31548,-63.7736344,"Downriver"
"LR157D","LR157",1,"DNA","Shallow",13,2018,"Summer","2018-08-10",50.31608,-63.52723,"Downriver"
"LR158D","LR158",1,"DNA","Shallow",13,2018,"Summer","2018-08-13",52.08756,-63.83723,"HeadwaterLakes"
"LR160D","LR160",1,"DNA","Shallow",13,2018,"Summer","2018-08-13",51.90498,-63.81533,"Upriver"
"LR161D","LR161",1,"DNA","Shallow",13,2018,"Summer","2018-08-13",51.78181,-63.71451,"Upriver"
"LR163D","LR163",1,"DNA","Shallow",13,2018,"Summer","2018-08-14",51.42532,-63.7782,"Upriver"
"LR166D","LR166",1,"DNA","Shallow",13,2018,"Summer","2018-08-16",50.38268,-63.26734,"Downriver"
"RO175D","RO175",1,"DNA","Shallow",13,2018,"Summer","2018-08-08",50.62702,-63.18756,"RO1"
"RO176D","RO176",1,"DNA","Shallow",13,2018,"Summer","2018-08-08",50.55155,-63.21071,"RO1"
"RO177D","RO177",1,"DNA","Shallow",13,2018,"Summer","2018-08-09",50.39017,-63.24573,"RO1"
"RO177.Hypo.D","RO177.Hypo",1,"DNA","Shallow",13,2018,"Summer","2018-08-09",50.39017,-63.24573,"Deep"
"RO178D","RO178",1,"DNA","Shallow",13,2018,"Summer","2018-08-09",50.3815,-63.23823,"RO1"
"RO180D","RO180",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",50.42945,-63.21962,"RO1"
"RO181D","RO181",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",50.4416,-63.23745,"RO1"
"RO182D","RO182",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",50.43958,-63.24253,"RO1"
"RO183D","RO183",1,"DNA","Shallow",13,2018,"Summer","2018-08-14",50.46282,-63.23437,"RO1"
"RO184D","RO184",1,"DNA","Shallow",13,2018,"Summer","2018-08-14",50.4569,-63.22932,"RO1"
"RO186D","RO186",1,"DNA","Shallow",13,2018,"Summer","2018-08-14",50.46385,-63.21866,"RO1"
"RO2146D","RO2146",1,"DNA","Shallow",13,2018,"Summer","2018-08-09",51.03435,-63.28845,"RO2"
"RO2148D","RO2148",1,"DNA","Shallow",13,2018,"Summer","2018-08-09",50.92237,-63.36094,"RO2"
"RO2149D","RO2149",1,"DNA","Shallow",13,2018,"Summer","2018-08-09",51.06722,-63.17792,"RO2"
"RO2151D","RO2151",1,"DNA","Shallow",13,2018,"Summer","2018-08-12",50.85402,-63.14439,"RO2"
"RO2152D","RO2152",1,"DNA","Shallow",13,2018,"Summer","2018-08-12",50.84464,-63.18327,"RO2"
"RO2154D","RO2154",1,"DNA","Shallow",13,2018,"Summer","2018-08-13",50.6587,-63.26083,"RO2"
"RO2154.Hypo.D","RO2154.Hypo",1,"DNA","Shallow",13,2018,"Summer","2018-08-13",50.6587,-63.26083,"Deep"
"RO2159D","RO2159",1,"DNA","Shallow",13,2018,"Summer","2018-08-14",51.08962,-63.39575,"RO2"
"RO2160D","RO2160",1,"DNA","Shallow",13,2018,"Summer","2018-08-14",50.99923,-63.34892,"RO2"
"RO2161D","RO2161",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.8011,-63.20369,"RO2"
"RO2162D","RO2162",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.76411,-63.21055,"RO2"
"RO2163D","RO2163",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.67782,-63.2645,"RO2"
"RO2164D","RO2164",1,"DNA","Shallow",13,2018,"Summer","2018-08-15",50.97283,-63.29582,"RO2"
"RO321D","RO321",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",51.32283,-63.39695,"RO3"
"RO322D","RO322",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",51.32767,-63.47175,"RO3"
"RO323D","RO323",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",51.2682,-63.33422,"RO3"
"RO324D","RO324",1,"DNA","Shallow",13,2018,"Summer","2018-08-12",51.14164,-63.4032,"RO3"
"RO324.Hypo.D","RO324.Hypo",1,"DNA","Shallow",13,2018,"Summer","2018-08-12",51.14164,-63.4032,"Deep"
"RO325D","RO325",1,"DNA","Shallow",13,2018,"Summer","2018-08-12",51.18591,-63.35941,"RO3"
"ST49D","ST49",1,"DNA","Shallow",13,2018,"Summer","2018-08-07",50.37937,-63.2643,"Stream"
"ST50D","ST50",1,"DNA","Shallow",13,2018,"Summer","2018-08-07",50.44925,-63.24893,"Stream"
"ST51D","ST51",1,"DNA","Shallow",13,2018,"Summer","2018-08-07",50.49438,-63.2562,"Stream"
"ST52D","ST52",1,"DNA","Shallow",13,2018,"Summer","2018-08-07",50.55222,-63.21358,"Stream"
"ST53D","ST53",1,"DNA","Shallow",13,2018,"Summer","2018-08-08",50.8846,-63.43814,"Stream"
"SW49D","SW49",1,"DNA","Shallow",13,2018,"Summer","2018-08-07",50.37937,-63.2643,"Soilwater"
"SW53D","SW53",1,"DNA","Shallow",13,2018,"Summer","2018-08-08",50.8846,-63.43814,"Soilwater"
"TR65D","TR65",1,"DNA","Shallow",13,2018,"Summer","2018-08-08",50.63335,-63.16631,"Tributary"
"TR66D","TR66",1,"DNA","Shallow",13,2018,"Summer","2018-08-10",50.31106,-63.66112,"Tributary"
"TR67D","TR67",1,"DNA","Shallow",13,2018,"Summer","2018-08-11",50.42858,-63.21347,"Tributary"
"TR68D","TR68",1,"DNA","Shallow",13,2018,"Summer","2018-08-12",50.87847,-63.20243,"Tributary"
"TR69D","TR69",1,"DNA","Shallow",13,2018,"Summer","2018-08-13",50.72073,-63.26584,"Tributary"
"HW58D","HW58",1,"DNA","Shallow",13,2018,"Autumn","2018-10-04",50.44986,-63.24901,"Hyporheic"
"HW59D","HW59",1,"DNA","Shallow",13,2018,"Autumn","2018-10-05",50.37922,-63.26423,"Hyporheic"
"L362D","L362",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",50.64789,-63.34448,"Lake"
"LR168D","LR168",1,"DNA","Shallow",13,2018,"Autumn","2018-10-04",50.33457,-63.28618,"Downriver"
"LR169D","LR169",1,"DNA","Shallow",13,2018,"Autumn","2018-10-04",50.3826,-63.26749,"Downriver"
"LR170D","LR170",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",51.67217,-63.71834,"Upriver"
"LR171D","LR171",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",51.58429,-63.68058,"Upriver"
"LR172D","LR172",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",51.46162,-63.79663,"Upriver"
"LR173D","LR173",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",51.37969,-63.56601,"Upriver"
"LR174D","LR174",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",50.309171,-63.62262,"Downriver"
"LR175D","LR175",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",50.31517,-63.77365,"Downriver"
"LR176D","LR176",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",52.09108,-63.83388,"HeadwaterLakes"
"LR177D","LR177",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",51.90747,-63.81189,"Upriver"
"RO1100D","RO1100",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",50.44168,-63.22262,"RO1"
"RO1101D","RO1101",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",50.45193,-63.23264,"RO1"
"RO189D","RO189",1,"DNA","Shallow",13,2018,"Autumn","2018-10-03",50.46329,-63.23437,"RO1"
"RO191D","RO191",1,"DNA","Shallow",13,2018,"Autumn","2018-10-03",50.46376,-63.2186,"RO1"
"RO193D","RO193",1,"DNA","Shallow",13,2018,"Autumn","2018-10-03",50.45233,-63.23894,"RO1"
"RO194D","RO194",1,"DNA","Shallow",13,2018,"Autumn","2018-10-05",50.62553,-63.17081,"RO1"
"RO195D","RO195",1,"DNA","Shallow",13,2018,"Autumn","2018-10-05",50.55289,-63.21024,"RO1"
"RO196D","RO196",1,"DNA","Shallow",13,2018,"Autumn","2018-10-07",50.3815,-63.23823,"RO1"
"RO197D","RO197",1,"DNA","Shallow",13,2018,"Autumn","2018-10-07",50.39191,-63.24699,"RO1"
"RO197.Hypo.D","RO197.Hypo",1,"DNA","Shallow",13,2018,"Autumn","2018-10-07",50.39191,-63.24699,"Deep"
"RO199D","RO199",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",50.42978,-63.21935,"RO1"
"RO2165D","RO2165",1,"DNA","Shallow",13,2018,"Autumn","2018-10-02",50.65913,-63.26047,"RO2"
"RO2165.Hypo.D","RO2165.Hypo",1,"DNA","Shallow",13,2018,"Autumn","2018-10-02",50.65913,-63.26047,"Deep"
"RO2167D","RO2167",1,"DNA","Shallow",13,2018,"Autumn","2018-10-06",50.70898,-63.23484,"RO2"
"RO2168D","RO2168",1,"DNA","Shallow",13,2018,"Autumn","2018-10-06",50.71608,-63.25866,"RO2"
"RO2170D","RO2170",1,"DNA","Shallow",13,2018,"Autumn","2018-10-07",51.08895,-63.39778,"RO2"
"RO2171D","RO2171",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",50.84077,-63.18461,"RO2"
"RO2173D","RO2173",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",50.80093,-63.20324,"RO2"
"RO2174D","RO2174",1,"DNA","Shallow",13,2018,"Autumn","2018-10-08",50.76222,-63.31142,"RO2"
"RO2175D","RO2175",1,"DNA","Shallow",13,2018,"Autumn","2018-10-09",NA,NA,"RO2"
"RO2176D","RO2176",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",NA,NA,"RO2"
"RO2177D","RO2177",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",NA,NA,"RO2"
"RO2178D","RO2178",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",NA,NA,"RO2"
"RO2179D","RO2179",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",NA,NA,"RO2"
"RO2180D","RO2180",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",NA,NA,"RO2"
"RO327D","RO327",1,"DNA","Shallow",13,2018,"Autumn","2018-10-06",51.15073,-63.39475,"RO3"
"RO327.Hypo.D","RO327.Hypo",1,"DNA","Shallow",13,2018,"Autumn","2018-10-06",51.15073,-63.39475,"Deep"
"RO328D","RO328",1,"DNA","Shallow",13,2018,"Autumn","2018-10-06",51.25453,-63.34577,"RO3"
"RO329D","RO329",1,"DNA","Shallow",13,2018,"Autumn","2018-10-07",51.31412,-63.45161,"RO3"
"RO330D","RO330",1,"DNA","Shallow",13,2018,"Autumn","2018-10-07",51.33039,-63.38455,"RO3"
"ST54D","ST54",1,"DNA","Shallow",13,2018,"Autumn","2018-10-02",50.77564,-63.30617,"Stream"
"ST55D","ST55",1,"DNA","Shallow",13,2018,"Autumn","2018-10-02",50.88455,-63.43821,"Stream"
"ST56D","ST56",1,"DNA","Shallow",13,2018,"Autumn","2018-10-04",50.5523,-63.21297,"Stream"
"ST57D","ST57",1,"DNA","Shallow",13,2018,"Autumn","2018-10-04",50.49687,-63.2565,"Stream"
"ST58D","ST58",1,"DNA","Shallow",13,2018,"Autumn","2018-10-04",50.44986,-63.24901,"Stream"
"ST59D","ST59",1,"DNA","Shallow",13,2018,"Autumn","2018-10-05",50.37922,-63.26423,"Stream"
"SW54D","SW54",1,"DNA","Shallow",13,2018,"Autumn","2018-10-02",50.77564,-63.30617,"Soilwater"
"SW55D","SW55",1,"DNA","Shallow",13,2018,"Autumn","2018-10-02",50.88455,-63.43821,"Soilwater"
"TR70D","TR70",1,"DNA","Shallow",13,2018,"Autumn","2018-10-10",50.42858,-63.21379,"Tributary"
"TR71D","TR71",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",50.31067,-63.66127,"Tributary"
"TR72D","TR72",1,"DNA","Shallow",13,2018,"Autumn","2018-10-11",51.9068,-63.8204,"Tributary"
"S33R","S33",1,"cDNA","Shallow",7,2016,"Summer","2016-08-04",51.36618,-63.87583,"Soil"
"S33D","S33",1,"DNA","Shallow",7,2016,"Summer","2016-08-04",51.36618,-63.87583,"Soil"
"S34R","S34",1,"cDNA","Shallow",7,2016,"Summer","2016-08-04",51.36654,-63.87719,"Soil"
"S34D","S34",1,"DNA","Shallow",7,2016,"Summer","2016-08-04",51.36654,-63.87719,"Soil"
"S35R","S35",1,"cDNA","Shallow",7,2016,"Summer","2016-08-05",51.21284,-63.92261,"Soil"
"S35D","S35",1,"DNA","Shallow",7,2016,"Summer","2016-08-05",51.21284,-63.92261,"Soil"
"S36R","S36",1,"cDNA","Shallow",7,2016,"Summer","2016-08-05",51.2095,-63.92092,"Soil"
"S36D","S36",1,"DNA","Shallow",7,2016,"Summer","2016-08-05",51.2095,-63.92092,"Soil"
"S37R","S37",1,"cDNA","Shallow",7,2016,"Summer","2016-08-07",51.20212,-63.9233,"Soil"
"S37D","S37",1,"DNA","Shallow",7,2016,"Summer","2016-08-07",51.20212,-63.9233,"Soil"
"S39R","S39",1,"cDNA","Shallow",7,2016,"Summer","2016-08-07",51.18631,-63.93174,"Soil"
"S39D","S39",1,"DNA","Shallow",7,2016,"Summer","2016-08-07",51.18631,-63.93174,"Soil"
"S40R","S40",1,"cDNA","Shallow",7,2016,"Summer","2016-08-09",51.303572,-63.869197,"Soil"
"S40D","S40",1,"DNA","Shallow",7,2016,"Summer","2016-08-09",51.303572,-63.869197,"Soil"
"S42R","S42",1,"cDNA","Shallow",7,2016,"Summer","2016-08-10",51.30536,-63.8649,"Soil"
"S42D","S42",1,"DNA","Shallow",7,2016,"Summer","2016-08-10",51.30536,-63.8649,"Soil"
"SEDL313D","SEDL313",1,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.18194,-63.92686,"Sediment"
"SEDL313-s2-D","SEDL313",2,"DNA","Shallow",1,2015,"Spring","2015-06-16",51.18194,-63.92686,"Sediment"
"SEDL314D","SEDL314",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"Sediment"
"SEDL314-s2-D","SEDL314",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.17814,-63.92364,"Sediment"
"SED315DSeq","SED315",1,"DNA","Deep",3,2015,"Spring","2015-06-17",51.18145,-63.89828,"Sediment"
"SED315D","SED315",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18145,-63.89828,"Sediment"
"SED315-s2-D","SED315",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18145,-63.89828,"Sediment"
"SED315-s2-DSeq","SED315",2,"DNA","Deep",3,2015,"Spring","2015-06-17",51.18145,-63.89828,"Sediment"
"SED316D","SED316",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"Sediment"
"SED316-s2-D","SED316",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18873,-63.90278,"Sediment"
"SED317D","SED317",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"Sediment"
"SED317-s2-D","SED317",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",51.18144,-63.92325,"Sediment"
"SED318D","SED318",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"Sediment"
"SED318-s2-D","SED318",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.22601,-63.91127,"Sediment"
"SED319D","SED319",1,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.21503,-63.89979,"Sediment"
"SED319-s2-D","SED319",2,"DNA","Shallow",1,2015,"Spring","2015-06-17",50.21503,-63.89979,"Sediment"
"SEDLR10DSeq","SEDLR10",1,"DNA","Deep",3,2015,"Spring","2015-06-14",52.27356,-63.77532,"Sediment"
"SEDLR10D","SEDLR10",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.27356,-63.77532,"Sediment"
"SEDLR10-s2-D","SEDLR10",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.27356,-63.77532,"Sediment"
"SEDLR10-s2-DSeq","SEDLR10",2,"DNA","Deep",3,2015,"Spring","2015-06-14",52.27356,-63.77532,"Sediment"
"SEDLR12D","SEDLR12",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.35785,-64.00396,"Sediment"
"SEDLR12-s2-D","SEDLR12",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.35785,-64.00396,"Sediment"
"SEDLR14D","SEDLR14",1,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.09031,-63.83427,"Sediment"
"SEDLR14-s2-D","SEDLR14",2,"DNA","Shallow",1,2015,"Spring","2015-06-14",52.09031,-63.83427,"Sediment"
"SEDL323D","SEDL323",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18145,-63.92259,"Sediment"
"SEDL324D","SEDL324",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18139,-63.89829,"Sediment"
"SEDL325D","SEDL325",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.17887,-63.92581,"Sediment"
"SEDL326D","SEDL326",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18167,-63.92587,"Sediment"
"SEDL327D","SEDL327",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18924,-63.90315,"Sediment"
"SEDLR35D","SEDLR35",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.35411,-63.99541,"Sediment"
"SEDLR36D","SEDLR36",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.23624,-63.77818,"Sediment"
"SEDLR39D","SEDLR39",1,"DNA","Shallow",1,2015,"Summer","2015-08-09",52.08602,-63.83853,"Sediment"
"L330CM1R","L330CM1",1,"cDNA","Shallow",7,2016,"Summer","2016-08-05",51.18157,-63.92587,"Sediment"
"L330CM2R","L330CM2",1,"cDNA","Shallow",7,2016,"Summer","2016-08-05",51.18157,-63.92587,"Sediment"
"L330CM2D","L330CM2",1,"DNA","Shallow",7,2016,"Summer","2016-08-05",51.18157,-63.92587,"Sediment"
"L330CM3D","L330CM3",1,"DNA","Shallow",7,2016,"Summer","2016-08-05",51.18157,-63.92587,"Sediment"
"L331SR","L331S",1,"cDNA","Shallow",7,2016,"Summer","2016-08-05",51.18164,-63.92405,"Sediment"
"L331SD","L331S",1,"DNA","Shallow",7,2016,"Summer","2016-08-05",51.18164,-63.92405,"Sediment"
"L332SR","L332S",1,"cDNA","Shallow",7,2016,"Summer","2016-08-11",51.18935,-63.90314,"Sediment"
"L332SD","L332S",1,"DNA","Shallow",7,2016,"Summer","2016-08-11",51.18935,-63.90314,"Sediment"
"L325A1BIOD","L325A1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.17887,-63.92581,"Bioassay"
"L325B1BIOD","L325B1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.17887,-63.92581,"Bioassay"
"L327A1BIOD","L327A1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18924,-63.90315,"Bioassay"
"L327B1BIOD","L327B1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.18924,-63.90315,"Bioassay"
"LR32A1BIOD","LR32A1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-05",51.27679,-63.35451,"Bioassay"
"LR32B1BIOD","LR32B1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-05",51.27679,-63.35451,"Bioassay"
"PR19A1BIOD","PR19A1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-05",51.20287,-63.92476,"Bioassay"
"PR19B1BIOD","PR19B1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-05",51.20287,-63.92476,"Bioassay"
"PR23A1BIOD","PR23A1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.1863,-63.9319,"Bioassay"
"PR23B1BIOD","PR23B1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-07",51.1863,-63.9319,"Bioassay"
"RO222A1BIOD","RO222A1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-06",50.96213,-63.2999,"Bioassay"
"RO222B1BIOD","RO222B1BIO",1,"DNA","Shallow",1,2015,"Summer","2015-08-06",50.96213,-63.2999,"Bioassay"
"THW1D","THW1",1,"DNA","Shallow",6,2016,"Spring",NA,NA,NA,"Unknown"
"LR17blankc2D","LR17blankc2",1,"DNA","Shallow",11,2017,"Summer",NA,NA,NA,"Blank"
"BlankD","Blank",1,"DNA","Shallow",5,2016,"Spring",NA,NA,NA,"Blank"
