sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	nucleic_acid_type	replicate	sampling_depth_m
PR17D	PR17	PRJNA693020	Stream metagenome	NA	Stream	2015-08-03	Canada:Quebec	51.3055 N 63.86446 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR19D	PR19	PRJNA693020	Stream metagenome	NA	Stream	2015-08-05	Canada:Quebec	51.20287 N 63.92476 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR21D	PR21	PRJNA693020	Stream metagenome	NA	Stream	2015-08-06	Canada:Quebec	51.21028 N 63.92063 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR23D	PR23	PRJNA693020	Stream metagenome	NA	Stream	2015-08-07	Canada:Quebec	51.1863 N 63.9319 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO216D	RO216	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-04	Canada:Quebec	50.65478 N 63.25952 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO219D	RO219	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-04	Canada:Quebec	50.76554 N 63.20193 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO220D	RO220	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-06	Canada:Quebec	51.08314 N 63.38306 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO221D	RO221	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-06	Canada:Quebec	51.02922 N 63.29194 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO222D	RO222	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-06	Canada:Quebec	50.96213 N 63.2999 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO223D	RO223	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-06	Canada:Quebec	50.93333 N 63.34996 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO226D	RO226	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-07	Canada:Quebec	51.05861 N 63.19764 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO228D	RO228	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-07	Canada:Quebec	50.86131 N 63.15281 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO229D	RO229	PRJNA693020	Reservoir metagenome	NA	Reservoir	2015-08-07	Canada:Quebec	50.83579 N 63.19522 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
SL322D	SL322	PRJNA693020	Soil metagenome	NA	Soil	2015-08-04	Canada:Quebec	50.21165 N 63.91142 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SL323D	SL323	PRJNA693020	Soil metagenome	NA	Soil	2015-08-07	Canada:Quebec	51.18924 N 63.90315 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SL325D	SL325	PRJNA693020	Soil metagenome	NA	Soil	2015-08-07	Canada:Quebec	51.17887 N 63.92581 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SL326D	SL326	PRJNA693020	Soil metagenome	NA	Soil	2015-08-07	Canada:Quebec	51.18167 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SL327D	SL327	PRJNA693020	Soil metagenome	NA	Soil	2015-08-07	Canada:Quebec	51.18145 N 63.92259 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SPR13D	SPR13	PRJNA693020	Soil metagenome	NA	Soil	2015-08-02	Canada:Quebec	51.36792 N 63.87695 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SPR16D	SPR16	PRJNA693020	Soil metagenome	NA	Soil	2015-08-03	Canada:Quebec	51.30365 N 63.86974 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SPR18D	SPR18	PRJNA693020	Soil metagenome	NA	Soil	2015-08-04	Canada:Quebec	51.30387 N 63.85239 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SPR20D	SPR20	PRJNA693020	Soil metagenome	NA	Soil	2015-08-05	Canada:Quebec	51.20218 N 63.92313 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SPR21D	SPR21	PRJNA693020	Soil metagenome	NA	Soil	2015-08-06	Canada:Quebec	51.21072 N 63.92059 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SPR23D	SPR23	PRJNA693020	Soil metagenome	NA	Soil	2015-08-07	Canada:Quebec	51.1863 N 63.9319 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
ST21D	ST21	PRJNA693020	Stream metagenome	NA	Stream	2015-08-08	Canada:Quebec	51.45175 N 63.80902 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
ST27D	ST27	PRJNA693020	Stream metagenome	NA	Stream	2015-08-09	Canada:Quebec	50.91058 N 63.24684 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
SWL322D	SWL322	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-04	Canada:Quebec	50.21165 N 63.91142 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWL323D	SWL323	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-07	Canada:Quebec	51.18924 N 63.90315 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWL325D	SWL325	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-07	Canada:Quebec	51.17887 N 63.92581 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWL326D	SWL326	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-07	Canada:Quebec	51.18167 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWL327D	SWL327	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-07	Canada:Quebec	51.18145 N 63.92259 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWPR13D	SWPR13	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-02	Canada:Quebec	51.36792 N 63.87695 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWPR16D	SWPR16	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-03	Canada:Quebec	51.30365 N 63.86974 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWPR18D	SWPR18	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-04	Canada:Quebec	51.30387 N 63.85239 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWPR20D	SWPR20	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-05	Canada:Quebec	51.20218 N 63.92313 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWPR21D	SWPR21	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-06	Canada:Quebec	51.21072 N 63.92059 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWPR23D	SWPR23	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-07	Canada:Quebec	51.1863 N 63.9319 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWT21D	SWT21	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-08	Canada:Quebec	51.45175 N 63.80902 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWT25D	SWT25	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-08	Canada:Quebec	51.61302 N 63.67693 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWT27D	SWT27	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-09	Canada:Quebec	50.91058 N 63.24684 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SWT29D	SWT29	PRJNA693020	Soilwater metagenome	NA	Soilwater	2015-08-10	Canada:Quebec	51.33701 N 63.61772 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
T27D	T27	PRJNA693020	Tributary metagenome	NA	Tributary	2015-08-09	Canada:Quebec	50.91047 N 63.24681 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
T37D	T37	PRJNA693020	Tributary metagenome	NA	Tributary	2015-08-13	Canada:Quebec	50.37239 N 63.26387 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
T38D	T38	PRJNA693020	Tributary metagenome	NA	Tributary	2015-08-13	Canada:Quebec	50.56943 N 63.19675 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
HW24D	HW24	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-10	Canada:Quebec	51.21285 N 63.92264 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW24R	HW24	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-10	Canada:Quebec	51.21285 N 63.92264 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW25D	HW25	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-10	Canada:Quebec	51.20954 N 63.42093 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW25R	HW25	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-10	Canada:Quebec	51.20954 N 63.42093 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW26D	HW26	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-11	Canada:Quebec	51.36657 N 63.87721 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW26R	HW26	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-11	Canada:Quebec	51.36657 N 63.87721 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW27D	HW27	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-11	Canada:Quebec	51.36616 N 63.87573 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW27R	HW27	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-11	Canada:Quebec	51.36616 N 63.87573 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW28R	HW28	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-12	Canada:Quebec	51.20215 N 63.92329 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW28D	HW28	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-12	Canada:Quebec	51.20215 N 63.92329 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW30R	HW30	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-12	Canada:Quebec	51.18623 N 63.93188 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW30D	HW30	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-12	Canada:Quebec	51.18623 N 63.93188 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW31D	HW31	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-15	Canada:Quebec	51.30344 N 63.86294 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW31R	HW31	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-15	Canada:Quebec	51.30344 N 63.86294 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW32D	HW32	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-13	Canada:Quebec	51.30254 N 63.87091 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW32R	HW32	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-06-13	Canada:Quebec	51.30254 N 63.87091 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
L3281R	L3281	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.57727 N 63.46136 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L3281D	L3281	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.57727 N 63.46136 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L3282R	L3282	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.46541 N 63.57906 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L3291D	L3291	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.5621 N 63.30718 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L3291R	L3291	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.5621 N 63.30718 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L3292D	L3292	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.47179 N 63.42405 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L3292R	L3292	PRJNA693020	Lake metagenome	NA	Lake	2016-06-12	Canada:Quebec	50.47179 N 63.42405 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L330.C1R	L330.C1	PRJNA693020	Lake metagenome	NA	Lake	2016-06-13	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR49R	LR49	PRJNA693020	Lake metagenome	NA	Lake	2016-06-02	Canada:Quebec	52.35835 N 63.9938 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR49D	LR49	PRJNA693020	Lake metagenome	NA	Lake	2016-06-02	Canada:Quebec	52.35835 N 63.9938 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR50R	LR50	PRJNA693020	Lake metagenome	NA	Lake	2016-06-02	Canada:Quebec	52.12788 N 63.70666 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR50D	LR50	PRJNA693020	Lake metagenome	NA	Lake	2016-06-02	Canada:Quebec	52.12788 N 63.70666 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR51D	LR51	PRJNA693020	Lake metagenome	NA	Lake	2016-06-02	Canada:Quebec	52.05113 N 63.70082 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR51R	LR51	PRJNA693020	Lake metagenome	NA	Lake	2016-06-02	Canada:Quebec	52.05113 N 63.70082 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR52D	LR52	PRJNA693020	Lake metagenome	NA	Lake	2016-06-03	Canada:Quebec	52.0863 N 63.83093 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR53D	LR53	PRJNA693020	River metagenome	NA	River	2016-06-03	Canada:Quebec	52.05905 N 63.84372 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR53R	LR53	PRJNA693020	River metagenome	NA	River	2016-06-03	Canada:Quebec	52.05905 N 63.84372 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR54D	LR54	PRJNA693020	River metagenome	NA	River	2016-06-03	Canada:Quebec	51.97409 N 63.77726 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR54R	LR54	PRJNA693020	River metagenome	NA	River	2016-06-03	Canada:Quebec	51.97409 N 63.77726 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR55D	LR55	PRJNA693020	River metagenome	NA	River	2016-06-05	Canada:Quebec	51.77992 N 63.71551 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR56D	LR56	PRJNA693020	River metagenome	NA	River	2016-06-05	Canada:Quebec	51.70283 N 63.71917 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR56R	LR56	PRJNA693020	River metagenome	NA	River	2016-06-05	Canada:Quebec	51.70283 N 63.71917 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR57D	LR57	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.38105 N 63.26677 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR58D	LR58	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.32945 N 63.29131 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR58R	LR58	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.32945 N 63.29131 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR59D	LR59	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.32291 N 63.36477 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR59R	LR59	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.32291 N 63.36477 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR60D	LR60	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.30492 N 63.58691 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR60R	LR60	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.30492 N 63.58691 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR61D	LR61	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.31145 N 63.48157 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR61R	LR61	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.31145 N 63.48157 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR62R	LR62	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.317449 N 63.31067 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR62D	LR62	PRJNA693020	River metagenome	NA	River	2016-06-09	Canada:Quebec	50.317449 N 63.31067 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR63D	LR63	PRJNA693020	River metagenome	NA	River	2016-06-11	Canada:Quebec	51.38269 N 63.58594 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR63R	LR63	PRJNA693020	River metagenome	NA	River	2016-06-11	Canada:Quebec	51.38269 N 63.58594 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR64D	LR64	PRJNA693020	River metagenome	NA	River	2016-06-11	Canada:Quebec	51.30358 N 63.39372 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR64R	LR64	PRJNA693020	River metagenome	NA	River	2016-06-11	Canada:Quebec	51.30358 N 63.39372 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR65D	LR65	PRJNA693020	River metagenome	NA	River	2016-06-11	Canada:Quebec	51.27259 N 63.35046 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR65R	LR65	PRJNA693020	River metagenome	NA	River	2016-06-11	Canada:Quebec	51.27259 N 63.35046 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR66R	LR66	PRJNA693020	River metagenome	NA	River	2016-06-12	Canada:Quebec	51.18214 N 63.36409 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR67D	LR67	PRJNA693020	River metagenome	NA	River	2016-06-14	Canada:Quebec	50.3096 N 63.6232 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR67R	LR67	PRJNA693020	River metagenome	NA	River	2016-06-14	Canada:Quebec	50.3096 N 63.6232 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR68D	LR68	PRJNA693020	River metagenome	NA	River	2016-06-14	Canada:Quebec	50.31653 N 63.76784 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR68R	LR68	PRJNA693020	River metagenome	NA	River	2016-06-14	Canada:Quebec	50.31653 N 63.76784 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR24D	PR24	PRJNA693020	Stream metagenome	NA	Stream	2016-06-10	Canada:Quebec	51.21285 N 63.92264 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR24R	PR24	PRJNA693020	Stream metagenome	NA	Stream	2016-06-10	Canada:Quebec	51.21285 N 63.92264 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR25D	PR25	PRJNA693020	Stream metagenome	NA	Stream	2016-06-10	Canada:Quebec	51.20954 N 63.92093 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR25R	PR25	PRJNA693020	Stream metagenome	NA	Stream	2016-06-10	Canada:Quebec	51.20954 N 63.92093 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR26D	PR26	PRJNA693020	Stream metagenome	NA	Stream	2016-06-11	Canada:Quebec	51.36657 N 63.87721 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR26R	PR26	PRJNA693020	Stream metagenome	NA	Stream	2016-06-11	Canada:Quebec	51.36657 N 63.87721 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR27D	PR27	PRJNA693020	Stream metagenome	NA	Stream	2016-06-11	Canada:Quebec	51.36616 N 63.87573 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR27R	PR27	PRJNA693020	Stream metagenome	NA	Stream	2016-06-11	Canada:Quebec	51.36616 N 63.87573 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR28D	PR28	PRJNA693020	Stream metagenome	NA	Stream	2016-06-12	Canada:Quebec	51.20215 N 63.92329 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR28R	PR28	PRJNA693020	Stream metagenome	NA	Stream	2016-06-12	Canada:Quebec	51.20215 N 63.92329 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR29D	PR29	PRJNA693020	Stream metagenome	NA	Stream	2016-06-12	Canada:Quebec	51.2029 N 63.92485 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR29R	PR29	PRJNA693020	Stream metagenome	NA	Stream	2016-06-12	Canada:Quebec	51.2029 N 63.92485 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR30D	PR30	PRJNA693020	Stream metagenome	NA	Stream	2016-06-12	Canada:Quebec	51.18623 N 63.93188 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR30R	PR30	PRJNA693020	Stream metagenome	NA	Stream	2016-06-12	Canada:Quebec	51.18623 N 63.93188 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR31D	PR31	PRJNA693020	Stream metagenome	NA	Stream	2016-06-15	Canada:Quebec	51.30344 N 63.86294 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR31R	PR31	PRJNA693020	Stream metagenome	NA	Stream	2016-06-15	Canada:Quebec	51.30344 N 63.86294 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR32R	PR32	PRJNA693020	Stream metagenome	NA	Stream	2016-06-13	Canada:Quebec	51.30254 N 63.87091 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
