sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	nucleic_acid_type	replicate	sampling_depth_m
RO101R	RO101	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-05	Canada:Quebec	50.63185 N 63.16687 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO101D	RO101	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-05	Canada:Quebec	50.63185 N 63.16687 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO102D	RO102	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-05	Canada:Quebec	50.62154 N 63.17035 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO102R	RO102	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-05	Canada:Quebec	50.62154 N 63.17035 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO103D	RO103	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-05	Canada:Quebec	50.54065 N 63.22003 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO103R	RO103	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-05	Canada:Quebec	50.54065 N 63.22003 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO104D	RO104	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-06	Canada:Quebec	50.46759 N 63.24461 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO104R	RO104	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-06	Canada:Quebec	50.46759 N 63.24461 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO105R	RO105	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-06	Canada:Quebec	50.4438 N 63.2303 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO106D	RO106	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-15	Canada:Quebec	50.40915 N 63.22786 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO106R	RO106	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-15	Canada:Quebec	50.40915 N 63.22786 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO230D	RO230	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-01	Canada:Quebec	50.67471 N 63.24033 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO230R	RO230	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-01	Canada:Quebec	50.67471 N 63.24033 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO231D	RO231	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-01	Canada:Quebec	50.66413 N 63.26339 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO231R	RO231	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-01	Canada:Quebec	50.66413 N 63.26339 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO232D	RO232	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-02	Canada:Quebec	50.8887 N 63.22811 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO232R	RO232	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-02	Canada:Quebec	50.8887 N 63.22811 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO233D	RO233	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-02	Canada:Quebec	50.85346 N 63.14424 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO233R	RO233	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-02	Canada:Quebec	50.85346 N 63.14424 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO234D	RO234	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-03	Canada:Quebec	50.84412 N 63.18341 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO234R	RO234	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-03	Canada:Quebec	50.84412 N 63.18341 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO235D	RO235	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-03	Canada:Quebec	50.79803 N 63.2 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO235R	RO235	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-03	Canada:Quebec	50.79803 N 63.2 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO236R	RO236	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-04	Canada:Quebec	50.65737 N 63.2671 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO236D	RO236	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-04	Canada:Quebec	50.65737 N 63.2671 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO237D	RO237	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-04	Canada:Quebec	50.74194 N 63.23214 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO237R	RO237	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-04	Canada:Quebec	50.74194 N 63.23214 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO238D	RO238	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-04	Canada:Quebec	50.72093 N 63.26571 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO238R	RO238	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-04	Canada:Quebec	50.72093 N 63.26571 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO240D	RO240	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.08335 N 63.38289 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO240R	RO240	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.08335 N 63.38289 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO241D	RO241	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.0348 N 63.29682 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO241R	RO241	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.0348 N 63.29682 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO242R	RO242	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.05873 N 63.19751 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO242D	RO242	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.05873 N 63.19751 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO243R	RO243	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.03102 N 63.39302 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO243D	RO243	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	51.03102 N 63.39302 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO244D	RO244	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-10	Canada:Quebec	50.96748 N 63.2967 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO245D	RO245	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-12	Canada:Quebec	50.94175 N 63.34061 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO245R	RO245	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-06-12	Canada:Quebec	50.94175 N 63.34061 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
SW24D	SW24	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-10	Canada:Quebec	51.21285 N 63.92264 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW24R	SW24	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-10	Canada:Quebec	51.21285 N 63.92264 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW26D	SW26	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-11	Canada:Quebec	51.36657 N 63.87721 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW26R	SW26	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-11	Canada:Quebec	51.36657 N 63.87721 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW27D	SW27	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-11	Canada:Quebec	51.36616 N 63.87573 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW28R	SW28	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-12	Canada:Quebec	51.20215 N 63.92329 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW28D	SW28	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-12	Canada:Quebec	51.20215 N 63.92329 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW30R	SW30	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-12	Canada:Quebec	51.18623 N 63.93188 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW30D	SW30	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-12	Canada:Quebec	51.18623 N 63.93188 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW31D	SW31	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-15	Canada:Quebec	51.30344 N 63.86294 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW31R	SW31	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-06-15	Canada:Quebec	51.30344 N 63.86294 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
T47D	T47	PRJNA693020	Tributary metagenome	NA	Tributary	2016-06-14	Canada:Quebec	50.3108 N 63.66121 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
T47R	T47	PRJNA693020	Tributary metagenome	NA	Tributary	2016-06-14	Canada:Quebec	50.3108 N 63.66121 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
T48D	T48	PRJNA693020	Tributary metagenome	NA	Tributary	2016-06-14	Canada:Quebec	50.32102 N 63.720285 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
T48R	T48	PRJNA693020	Tributary metagenome	NA	Tributary	2016-06-14	Canada:Quebec	50.32102 N 63.720285 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
HW33D	HW33	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-04	Canada:Quebec	51.36618 N 63.87583 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW34D	HW34	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW34R	HW34	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW35D	HW35	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW35R	HW35	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW36D	HW36	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW36R	HW36	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW37D	HW37	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW37R	HW37	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW40D	HW40	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW40R	HW40	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW42D	HW42	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
HW42R	HW42	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
HW43D	HW43	PRJNA693020	Hyporheic metagenome	NA	Hyporheic	2016-08-10	Canada:Quebec	51.30408 N 63.85194 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
L330-s2-D	L330	PRJNA693020	Lake metagenome	NA	Lake	2016-08-05	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	DNA	2	0.3
L330R	L330	PRJNA693020	Lake metagenome	NA	Lake	2016-08-05	Canada:Quebec	51.18157 N 63.92587 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L331D	L331	PRJNA693020	Lake metagenome	NA	Lake	2016-08-05	Canada:Quebec	51.18164 N 63.92405 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L331R	L331	PRJNA693020	Lake metagenome	NA	Lake	2016-08-05	Canada:Quebec	51.18164 N 63.92405 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L332D	L332	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	51.18935 N 63.90314 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L332R	L332	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	51.18935 N 63.90314 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L333D	L333	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	51.18164 N 63.89855 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L333R	L333	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	51.18164 N 63.89855 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L334D	L334	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	51.19883 N 63.90014 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L334R	L334	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	51.19883 N 63.90014 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
L3351D	L3351	PRJNA693020	Lake metagenome	NA	Lake	2016-08-12	Canada:Quebec	50.58389 N 63.46034 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
L3362D	L3362	PRJNA693020	Lake metagenome	NA	Lake	2016-08-12	Canada:Quebec	50.51064 N 63.41678 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR69D	LR69	PRJNA693020	River metagenome	NA	River	2016-08-06	Canada:Quebec	50.32419 N 63.36647 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR69R	LR69	PRJNA693020	River metagenome	NA	River	2016-08-06	Canada:Quebec	50.32419 N 63.36647 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR70D	LR70	PRJNA693020	River metagenome	NA	River	2016-08-06	Canada:Quebec	50.32811 N 63.28559 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR71D	LR71	PRJNA693020	River metagenome	NA	River	2016-08-06	Canada:Quebec	50.38126 N 63.26665 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR71R	LR71	PRJNA693020	River metagenome	NA	River	2016-08-06	Canada:Quebec	50.38126 N 63.26665 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR72D	LR72	PRJNA693020	Lake metagenome	NA	Lake	2016-08-09	Canada:Quebec	52.35541 N 63.99129 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR72R	LR72	PRJNA693020	Lake metagenome	NA	Lake	2016-08-09	Canada:Quebec	52.35541 N 63.99129 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR73D	LR73	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	52.087 N 63.83802 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR73R	LR73	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	52.087 N 63.83802 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR74R	LR74	PRJNA693020	Lake metagenome	NA	Lake	2016-08-11	Canada:Quebec	52.05544 N 63.68134 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR75D	LR75	PRJNA693020	River metagenome	NA	River	2016-08-11	Canada:Quebec	50.36592 N 63.58032 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR75R	LR75	PRJNA693020	River metagenome	NA	River	2016-08-11	Canada:Quebec	50.36592 N 63.58032 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR80D	LR80	PRJNA693020	River metagenome	NA	River	2016-08-14	Canada:Quebec	51.65284 N 63.71143 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR80R	LR80	PRJNA693020	River metagenome	NA	River	2016-08-14	Canada:Quebec	51.65284 N 63.71143 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
M17D	M17	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.28684 N 63.84786 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
M17R	M17	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.28684 N 63.84786 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
M18D	M18	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.28551 N 63.85236 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
M18R	M18	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.28551 N 63.85236 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
M19D	M19	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.26292 N 63.85185 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
M19R	M19	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.26292 N 63.85185 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
M20D	M20	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.2596 N 63.84907 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
M20R	M20	PRJNA693020	Estuary metagenome	NA	Estuary	2016-08-14	Canada:Quebec	50.2596 N 63.84907 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR33D	PR33	PRJNA693020	Stream metagenome	NA	Stream	2016-08-04	Canada:Quebec	51.36618 N 63.87583 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR34D	PR34	PRJNA693020	Stream metagenome	NA	Stream	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR34R	PR34	PRJNA693020	Stream metagenome	NA	Stream	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR35D	PR35	PRJNA693020	Stream metagenome	NA	Stream	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR35R	PR35	PRJNA693020	Stream metagenome	NA	Stream	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR36D	PR36	PRJNA693020	Stream metagenome	NA	Stream	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR36R	PR36	PRJNA693020	Stream metagenome	NA	Stream	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR37D	PR37	PRJNA693020	Stream metagenome	NA	Stream	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR37R	PR37	PRJNA693020	Stream metagenome	NA	Stream	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR38D	PR38	PRJNA693020	Stream metagenome	NA	Stream	2016-08-07	Canada:Quebec	51.20287 N 63.92476 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR38R	PR38	PRJNA693020	Stream metagenome	NA	Stream	2016-08-07	Canada:Quebec	51.20287 N 63.92476 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR39D	PR39	PRJNA693020	Stream metagenome	NA	Stream	2016-08-07	Canada:Quebec	51.18631 N 63.93174 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR40D	PR40	PRJNA693020	Stream metagenome	NA	Stream	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR40R	PR40	PRJNA693020	Stream metagenome	NA	Stream	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR41D	PR41	PRJNA693020	Stream metagenome	NA	Stream	2016-08-09	Canada:Quebec	51.30254 N 63.87091 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR41R	PR41	PRJNA693020	Stream metagenome	NA	Stream	2016-08-09	Canada:Quebec	51.30254 N 63.87091 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR42D	PR42	PRJNA693020	Stream metagenome	NA	Stream	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
