sample_name	sample_title	bioproject_accession	organism	host	isolation_source	collection_date	geo_loc_name	lat_lon	ref_biomaterial	rel_to_oxygen	samp_collect_device	samp_mat_process	samp_size	source_material_id	description	nucleic_acid_type	replicate	sampling_depth_m
PR42R	PR42	PRJNA693020	Stream metagenome	NA	Stream	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
PR43D	PR43	PRJNA693020	Stream metagenome	NA	Stream	2016-08-10	Canada:Quebec	51.30408 N 63.85194 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
PR43R	PR43	PRJNA693020	Stream metagenome	NA	Stream	2016-08-10	Canada:Quebec	51.30408 N 63.85194 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO107D	RO107	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-03	Canada:Quebec	50.46215 N 63.22967 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO107R	RO107	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-03	Canada:Quebec	50.46215 N 63.22967 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO108D	RO108	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-04	Canada:Quebec	50.62074 N 63.16989 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO108R	RO108	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-04	Canada:Quebec	50.62074 N 63.16989 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO109D	RO109	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-04	Canada:Quebec	50.45219 N 63.23246 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO109R	RO109	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-04	Canada:Quebec	50.45219 N 63.23246 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO112D	RO112	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-15	Canada:Quebec	50.43068 N 63.21952 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO112R	RO112	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-15	Canada:Quebec	50.43068 N 63.21952 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO246D	RO246	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-05	Canada:Quebec	50.8881 N 63.22749 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO246R	RO246	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-05	Canada:Quebec	50.8881 N 63.22749 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO247D	RO247	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-05	Canada:Quebec	50.85912 N 63.1628 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO247R	RO247	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-05	Canada:Quebec	50.85912 N 63.1628 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO248D	RO248	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.00187 N 63.34712 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO248R	RO248	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.00187 N 63.34712 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO249D	RO249	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.02136 N 63.30664 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO249R	RO249	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.02136 N 63.30664 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO250D	RO250	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.05091 N 63.19594 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO250R	RO250	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.05091 N 63.19594 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO251D	RO251	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.01549 N 63.25632 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO251R	RO251	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-07	Canada:Quebec	51.01549 N 63.25632 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO252D	RO252	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-08	Canada:Quebec	50.94286 N 63.34372 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO252R	RO252	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-08	Canada:Quebec	50.94286 N 63.34372 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO253D	RO253	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-08	Canada:Quebec	50.95873 N 63.30883 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO254R	RO254	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-08	Canada:Quebec	50.86029 N 63.18496 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO255D	RO255	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-10	Canada:Quebec	50.8422 N 63.18331 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO255R	RO255	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-10	Canada:Quebec	50.8422 N 63.18331 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO256D	RO256	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-10	Canada:Quebec	50.7984 N 63.20644 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO256R	RO256	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-10	Canada:Quebec	50.7984 N 63.20644 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO257D	RO257	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-10	Canada:Quebec	50.75955 N 63.2112 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO257R	RO257	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-10	Canada:Quebec	50.75955 N 63.2112 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO261D	RO261	PRJNA693020	Reservoir metagenome	NA	Reservoir	2016-08-13	Canada:Quebec	50.6547 N 63.26506 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
SW33D	SW33	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-04	Canada:Quebec	51.36618 N 63.87583 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW33R	SW33	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-04	Canada:Quebec	51.36618 N 63.87583 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW34D	SW34	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW34R	SW34	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-04	Canada:Quebec	51.36654 N 63.87719 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW35D	SW35	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW35R	SW35	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-05	Canada:Quebec	51.21284 N 63.92261 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW36D	SW36	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW36R	SW36	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-05	Canada:Quebec	51.2095 N 63.92092 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW37D	SW37	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-07	Canada:Quebec	51.20212 N 63.9233 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW39D	SW39	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-07	Canada:Quebec	51.18631 N 63.93174 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW40D	SW40	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW40R	SW40	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-09	Canada:Quebec	51.303572 N 63.869197 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW42D	SW42	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW42R	SW42	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-10	Canada:Quebec	51.30536 N 63.8649 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
SW43D	SW43	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-10	Canada:Quebec	51.30408 N 63.85194 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	NA
SW43R	SW43	PRJNA693020	Soilwater metagenome	NA	Soilwater	2016-08-10	Canada:Quebec	51.30408 N 63.85194 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	NA
TR49D	TR49	PRJNA693020	Tributary metagenome	NA	Tributary	2016-08-15	Canada:Quebec	50.42857 N 63.21352 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
TR49R	TR49	PRJNA693020	Tributary metagenome	NA	Tributary	2016-08-15	Canada:Quebec	50.42857 N 63.21352 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR113D	LR113	PRJNA693020	Lake metagenome	NA	Lake	2017-08-09	Canada:Quebec	52.3521241188954 N 63.9812450963776 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR113R	LR113	PRJNA693020	Lake metagenome	NA	Lake	2017-08-09	Canada:Quebec	52.3521241188954 N 63.9812450963776 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR116D	LR116	PRJNA693020	River metagenome	NA	River	2017-08-09	Canada:Quebec	52.0589174319258 N 63.8435444580924 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR116R	LR116	PRJNA693020	River metagenome	NA	River	2017-08-09	Canada:Quebec	52.0589174319258 N 63.8435444580924 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR120D	LR120	PRJNA693020	River metagenome	NA	River	2017-08-12	Canada:Quebec	51.3763394609061 N 63.5729518730552 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR120R	LR120	PRJNA693020	River metagenome	NA	River	2017-08-12	Canada:Quebec	51.3763394609061 N 63.5729518730552 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR121D	LR121	PRJNA693020	River metagenome	NA	River	2017-08-17	Canada:Quebec	50.3041661760171 N 63.5958847693471 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR121R	LR121	PRJNA693020	River metagenome	NA	River	2017-08-17	Canada:Quebec	50.3041661760171 N 63.5958847693471 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR122D	LR122	PRJNA693020	River metagenome	NA	River	2017-08-17	Canada:Quebec	50.3156978904738 N 63.4630805649971 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR122R	LR122	PRJNA693020	River metagenome	NA	River	2017-08-17	Canada:Quebec	50.3156978904738 N 63.4630805649971 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR123D	LR123	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.3245 N 63.36677 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR123R	LR123	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.3245 N 63.36677 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR125D	LR125	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.38229 N 63.26742 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR125R	LR125	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.38229 N 63.26742 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR126D	LR126	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.31345 N 63.77851 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR126R	LR126	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.31345 N 63.77851 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
LR127D	LR127	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.3097 N 63.62239 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
LR127R	LR127	PRJNA693020	River metagenome	NA	River	2017-08-18	Canada:Quebec	50.3097 N 63.62239 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO136D	RO136	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-09	Canada:Quebec	50.46383 N 63.2183 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO136R	RO136	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-09	Canada:Quebec	50.46383 N 63.2183 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO138D	RO138	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-09	Canada:Quebec	50.46229 N 63.23435 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO138R	RO138	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-09	Canada:Quebec	50.46229 N 63.23435 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO139D	RO139	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-10	Canada:Quebec	50.6268 N 63.18727 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO139R	RO139	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-10	Canada:Quebec	50.6268 N 63.18727 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO141D	RO141	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.46284 N 63.23442 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO141R	RO141	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.46284 N 63.23442 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO142D	RO142	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.45214 N 63.23266 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO142R	RO142	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.45214 N 63.23266 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO143D	RO143	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.44199 N 63.22303 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO143R	RO143	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.44199 N 63.22303 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO145D	RO145	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-17	Canada:Quebec	50.38969 N 63.24699 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO145R	RO145	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-17	Canada:Quebec	50.38969 N 63.24699 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO145.Hypo.D	RO145.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-17	Canada:Quebec	50.38969 N 63.24699 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	29.3
RO145.Hypo.R	RO145.Hypo	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-17	Canada:Quebec	50.38969 N 63.24699 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	29.3
RO147D	RO147	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-17	Canada:Quebec	50.42952 N 63.21965 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO147R	RO147	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-17	Canada:Quebec	50.42952 N 63.21965 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2100D	RO2100	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-12	Canada:Quebec	50.75975 N 63.21184 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2100R	RO2100	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-12	Canada:Quebec	50.75975 N 63.21184 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2102D	RO2102	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.9921498694019 N 63.3060437297463 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2102R	RO2102	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	50.9921498694019 N 63.3060437297463 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2104D	RO2104	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	51.0889757822202 N 63.3955844942646 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2104R	RO2104	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-14	Canada:Quebec	51.0889757822202 N 63.3955844942646 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2108D	RO2108	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.8987372446898 N 63.2472313117024 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2108R	RO2108	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.8987372446898 N 63.2472313117024 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2110D	RO2110	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.8226619704731 N 63.1927175778933 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2110R	RO2110	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.8226619704731 N 63.1927175778933 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2111D	RO2111	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.6568 N 63.26298 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2111R	RO2111	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.6568 N 63.26298 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO2111.40m.D	RO2111.40m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.6568 N 63.26298 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	40
RO2111.40m.R	RO2111.40m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.6568 N 63.26298 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	40
RO2111.90m.D	RO2111.90m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.6568 N 63.26298 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	80
RO2111.90m.R	RO2111.90m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.6568 N 63.26298 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	80
RO2113D	RO2113	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.7168841284306 N 63.2590529538016 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO2113R	RO2113	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-15	Canada:Quebec	50.7168841284306 N 63.2590529538016 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO297D	RO297	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-11	Canada:Quebec	50.82479 N 63.17999 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO297R	RO297	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-11	Canada:Quebec	50.82479 N 63.17999 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO298D	RO298	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-11	Canada:Quebec	50.80039 N 63.20394 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO298R	RO298	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-11	Canada:Quebec	50.80039 N 63.20394 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
RO298.7m.D	RO298.7m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-11	Canada:Quebec	50.80039 N 63.20394 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	7
RO298.7m.R	RO298.7m	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-11	Canada:Quebec	50.80039 N 63.20394 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	7
RO301D	RO301	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-10	Canada:Quebec	51.3118994887173 N 63.4259373158468 W	NA	NA	NA	NA	NA	NA	NA	DNA	1	0.3
RO301R	RO301	PRJNA693020	Reservoir metagenome	NA	Reservoir	2017-08-10	Canada:Quebec	51.3118994887173 N 63.4259373158468 W	NA	NA	NA	NA	NA	NA	NA	cDNA	1	0.3
